"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Billy Rhines","- - -","250","790","1","65","64","3","5.3%","14.5%",".045",".204",".177",".227",".222",".223","32","-4.4","-87.3","32.2","-1.9","1010880"
"Christian Bethancourt","- - -","161","489","8","43","46","3","3.7%","24.3%",".094",".280",".222",".252",".316",".248","52","-2.8","-30.5","-2.7","-1.9","10028"
"Mike Fischlin","- - -","517","1082","3","109","68","24","8.5%","13.1%",".053",".255",".220",".291",".273",".264","59","-0.3","-52.0","-1.4","-1.9","1004070"
"Dell Alston","- - -","189","374","3","48","35","20","7.5%","11.8%",".072",".262",".238",".297",".310",".275","69","-4.2","-17.1","-13.3","-1.9","1000181"
"Ed Reulbach","- - -","401","981","1","52","52","3","6.0%","34.4%",".036",".216",".147",".204",".183",".196","23","-2.9","-89.1","40.9","-1.9","1010850"
"Bill Stoneman","- - -","240","402","0","23","8","1","5.7%","52.7%",".012",".228",".086",".148",".098",".125","-31","0.3","-59.4","29.1","-1.9","1012560"
"Fred Chapman","Athletics","76","203","0","12","9","3","5.4%","13.8%",".027",".226",".193",".237",".219",".220","19","-0.7","-22.8","-3.8","-1.9","1002145"
"Lin Storti","Browns","216","766","9","83","75","3","6.1%","14.0%",".118",".257",".227",".277",".345",".286","56","-1.2","-47.2","-0.1","-1.9","1012578"
"Wickey McAvoy","Athletics","235","730","1","38","53","6","5.2%","11.9%",".055",".227",".199",".245",".254",".245","46","-1.8","-45.5","4.6","-1.9","1008336"
"Pedro Martinez","- - -","430","518","0","22","18","0","2.9%","36.7%",".023",".174",".099",".134",".122",".121","-39","-0.1","-92.1","55.3","-1.9","200"
"Mike Prendergast","- - -","180","301","0","6","6","0","3.0%","27.9%",".011",".164",".115",".148",".125",".139","-18","-0.5","-38.4","13.0","-1.9","1010519"
"Daryle Ward","- - -","948","2462","90","242","379","1","7.8%","17.1%",".184",".285",".263",".320",".447",".326","92","-16.8","-40.9","-59.0","-1.9","579"
"Scott Pose","- - -","202","353","0","52","21","9","10.8%","14.2%",".029",".284",".240",".321",".268",".278","57","-0.8","-20.6","-11.9","-2.0","1010464"
"Syd O'Brien","- - -","378","1130","24","135","100","5","5.3%","13.7%",".117",".249",".230",".273",".347",".281","70","-2.1","-40.1","-12.7","-2.0","1009702"
"Bert Blyleven","- - -","216","514","0","19","25","0","1.0%","37.5%",".016",".229",".131",".144",".146",".134","-28","0.0","-73.2","39.4","-2.0","1001098"
"Randy Johnson","- - -","367","691","1","20","40","0","2.7%","42.8%",".027",".234",".125",".153",".152",".140","-31","-0.1","-117.4","74.6","-2.0","60"
"Tsuyoshi Nishioka","Twins","71","254","0","14","20","2","6.3%","17.3%",".021",".263",".215",".267",".236",".230","38","-1.5","-20.0","-7.0","-2.0","11531"
"Charlie Manuel","- - -","242","432","4","25","43","1","9.3%","17.8%",".063",".233",".198",".273",".260",".246","49","0.3","-24.0","-6.2","-2.0","1008085"
"Ross Gload","- - -","795","1819","34","195","222","12","5.9%","12.3%",".127",".304",".281",".325",".408",".318","89","-14.5","-39.2","-41.5","-2.0","1538"
"Spook Jacobs","- - -","188","759","0","87","33","22","10.5%","4.2%",".027",".259",".247",".329",".274",".290","66","1.8","-28.6","-14.6","-2.0","1006328"
"George McQuillan","- - -","273","545","0","23","20","2","6.2%","27.3%",".017",".135",".117",".182",".134",".166","3","-1.4","-58.6","24.5","-2.0","1008682"
"Cannonball Titcomb","- - -","64","231","0","12","13","6","3.0%","27.0%",".013",".139",".098",".126",".112",".119","-4","-0.1","-36.3","4.2","-2.0","1013084"
"Joe Horlen","- - -","412","694","0","29","26","1","2.6%","18.3%",".010",".168",".134",".159",".144",".142","-14","0.0","-88.7","51.6","-2.0","1006025"
"Wally Millies","- - -","246","694","0","60","65","2","4.8%","4.6%",".040",".255",".243",".280",".283",".266","45","0.1","-50.8","6.4","-2.0","1008948"
"Kevin Jordan","Phillies","560","1508","23","138","175","2","4.8%","12.0%",".106",".279",".258",".297",".363",".291","67","-0.9","-66.3","-3.8","-2.0","1006610"
"Tom O'Rourke","- - -","85","335","0","32","26","8","6.3%","8.9%",".035",".174",".186",".242",".221",".232","51","-1.6","-26.4","-7.6","-2.0","1009846"
"Sam Jones","- - -","322","588","1","16","27","0","2.9%","28.4%",".019",".215",".149",".176",".169",".160","-9","0.2","-78.8","41.6","-2.0","1006590"
"Steve Dillard","- - -","438","1115","13","148","102","15","6.8%","13.2%",".100",".271",".243",".295",".343",".289","71","-1.6","-38.7","-16.9","-2.0","1003300"
"Bart Cantz","- - -","62","223","0","14","18","2","2.7%","19.2%",".028",".218",".157",".179",".184",".176","27","-1.3","-25.1","-5.6","-2.0","1001924"
"Tug Arundel","- - -","76","277","0","21","16","9","5.8%","9.9%",".023",".220",".173",".224",".196",".208","43","-1.0","-26.3","-6.9","-2.0","1000331"
"Chappy Charles","- - -","237","940","1","76","51","24","5.7%","6.7%",".047",".143",".219",".270",".266",".266","71","-0.7","-28.3","-21.3","-2.0","1002157"
"Matt Merullo","- - -","223","547","7","37","59","0","5.9%","12.6%",".085",".254",".234",".281",".319",".271","61","-0.9","-26.6","-11.0","-2.0","1008797"
"Andy Coakley","- - -","149","394","0","14","6","1","4.3%","",".014","",".117",".157",".131",".146","-7","-1.2","-44.9","16.0","-2.0","1002372"
"Dick Davis","- - -","403","1294","27","160","141","13","3.9%","11.7%",".129",".281",".265",".294",".394",".307","89","-2.3","-19.5","-43.0","-2.0","1003046"
"Greg Norton","- - -","1107","2764","89","315","338","15","11.7%","21.9%",".170",".295",".249",".339",".419",".332","93","-2.8","-26.6","-86.5","-2.0","1388"
"Cy Rheam","Rebels","107","308","1","25","25","10","3.2%","13.0%",".049",".231",".201",".229",".251",".233","38","1.4","-20.6","-7.0","-2.0","1010877"
"Matt Treanor","- - -","468","1482","18","120","129","5","9.9%","19.3%",".084",".268",".221",".313",".305",".281","67","-6.0","-66.2","-1.9","-2.0","2265"
"Jim Mason","- - -","634","1756","12","140","114","2","7.1%","18.0%",".071",".244",".203",".259",".275",".249","53","-2.4","-93.2","18.6","-2.0","1008220"
"Luis Gonzalez","Rockies","291","951","23","100","98","5","4.1%","16.5%",".144",".321",".283",".321",".427",".325","83","-14.8","-35.5","-16.9","-2.0","1860"
"Joe Simpson","- - -","607","1531","9","166","124","45","5.9%","12.4%",".075",".273",".242",".289",".317",".275","64","-1.5","-64.9","-2.4","-2.0","1011996"
"Andy Marte","- - -","308","940","21","86","99","1","7.1%","19.1%",".141",".250",".218",".276",".358",".279","67","-2.8","-41.8","-10.9","-2.0","3203"
"Pete Mackanin","- - -","548","1686","30","161","141","27","4.5%","17.2%",".113",".258",".226",".263",".339",".272","62","0.8","-71.2","-2.1","-2.0","1007912"
"Hector Cruz","- - -","624","1806","39","186","200","7","9.7%","17.6%",".128",".256",".225",".301",".353",".298","82","-1.5","-38.9","-40.7","-2.0","1002839"
"Gus Polidor","- - -","229","456","2","33","35","3","2.6%","10.3%",".048",".228",".207",".233",".256",".222","34","0.4","-35.1","1.0","-2.0","1010420"
"Ray Culp","- - -","312","696","1","40","34","0","3.7%","42.0%",".025",".236",".123",".161",".148",".146","-16","-0.3","-90.5","51.3","-2.0","1002869"
"Andy Sheets","- - -","356","1073","19","118","113","16","7.1%","25.6%",".105",".277",".216",".271",".321",".263","53","1.3","-65.4","6.3","-2.0","1226"
"Cliff Cook","- - -","163","435","7","33","35","2","6.0%","31.3%",".111",".284",".201",".254",".312",".250","48","0.1","-26.0","-7.8","-2.0","1002565"
"Jersey Bakely","- - -","222","813","2","70","33","2","10.2%","24.2%",".036",".237",".153",".242",".188",".221","53","-5.7","-64.1","3.5","-2.0","1000440"
"Ed Siever","- - -","204","568","0","37","24","2","2.8%","",".017","",".156",".185",".173",".177","13","-1.9","-60.0","22.0","-2.0","1011958"
"Waite Hoyt","- - -","674","1419","0","96","100","0","2.8%","11.3%",".037",".226",".198",".223",".235",".216","17","0.1","-155.5","85.6","-2.0","1006115"
"Kid Carsey","- - -","327","1156","2","131","101","17","7.9%","12.3%",".043",".239",".213",".281",".256",".269","55","-5.4","-87.7","17.8","-2.0","1002008"
"Tex Hughson","Red Sox","225","535","0","29","21","0","7.1%","25.0%",".011",".169",".119",".189",".130",".166","-12","-0.2","-69.6","32.9","-2.0","1006169"
"Ken Johnson","- - -","330","594","2","24","23","0","2.0%","42.1%",".032",".208",".114",".137",".146",".130","-22","0.1","-82.5","44.4","-2.0","1006477"
"Al Javery","Bees","205","413","0","24","11","0","1.7%","30.0%",".018",".203",".137",".152",".155",".148","-19","-0.1","-55.7","24.5","-2.1","1006369"
"Don Carman","- - -","339","239","0","3","5","0","0.8%","31.4%",".000",".090",".057",".066",".057",".058","-77","-0.5","-50.2","22.9","-2.1","1001967"
"Lou Guisto","Indians","156","512","0","35","59","5","9.0%","8.6%",".056",".217",".196",".277",".252",".261","49","-0.3","-31.7","-3.8","-2.1","1005131"
"Rob Brantly","- - -","126","428","7","32","37","1","7.7%","21.3%",".103",".280",".230",".294",".333",".277","72","-1.9","-15.0","-16.9","-2.1","10655"
"Billy Jo Robidoux","- - -","173","547","5","43","43","1","13.0%","19.4%",".077",".258",".209",".313",".286",".277","68","-0.8","-22.0","-16.0","-2.1","1011051"
"Joe Stanley","- - -","216","778","2","77","76","20","6.6%","",".059","",".213",".275",".272",".269","68","-0.7","-28.7","-16.1","-2.1","1012414"
"Ken Walters","- - -","259","721","11","71","58","6","3.5%","12.3%",".084",".249",".231",".259",".314",".255","54","-1.3","-41.0","-1.8","-2.1","1013588"
"Roxy Walters","- - -","498","1601","0","119","116","13","6.1%","9.4%",".037",".249",".222",".281",".259",".266","54","-0.8","-93.0","20.0","-2.1","1013590"
"Wilbur Wood","- - -","458","381","0","11","13","1","5.2%","49.6%",".006",".203",".084",".140",".090",".117","-35","0.2","-55.5","26.4","-2.1","1014248"
"Bob Weiland","- - -","276","502","3","21","19","1","5.2%","33.3%",".047",".198",".129",".179",".176",".172","-12","0.1","-72.7","34.2","-2.1","1013735"
"Rob Sperring","- - -","208","533","3","48","30","1","8.6%","20.1%",".051",".264",".211",".281",".262",".252","48","-2.0","-34.2","-2.7","-2.1","1012335"
"Jack Pfiester","- - -","149","389","0","18","14","2","5.1%","34.7%",".014",".185",".103",".154",".117",".142","-8","-1.0","-45.6","15.9","-2.1","1010266"
"George Brunet","- - -","317","459","3","23","12","0","3.3%","47.9%",".033",".174",".089",".126",".122",".119","-27","-0.6","-64.7","33.8","-2.1","1001590"
"Yats Wuestling","- - -","83","242","0","18","19","1","6.2%","16.9%",".037",".233",".189",".245",".226",".227","18","-1.7","-29.3","-2.1","-2.1","1014300"
"John Stephenson","- - -","451","1076","12","83","93","0","5.9%","11.0%",".080",".234",".216",".271",".296",".256","63","-0.1","-46.2","-8.8","-2.1","1012497"
"Ben Conroy","Athletics","117","454","0","45","21","17","9.9%","",".037","",".171",".262",".208",".246","52","-0.6","-33.4","-5.7","-2.1","1002540"
"Brent Butler","Rockies","203","597","11","85","60","4","4.0%","10.1%",".132",".258",".248",".285",".380",".286","52","-0.6","-37.2","-3.2","-2.1","423"
"Michael Choice","- - -","96","300","9","22","36","1","7.3%","25.3%",".132",".221",".188",".253",".320",".258","58","-2.3","-16.3","-12.2","-2.1","11376"
"John Black","Browns","54","201","0","13","7","4","5.0%","",".022","",".151",".202",".172",".190","10","-0.2","-23.0","-4.7","-2.1","1001018"
"John Wehner","- - -","461","897","4","99","54","15","8.1%","15.2%",".066",".294",".249",".311",".315",".284","69","-0.2","-35.1","-15.1","-2.1","1013730"
"Jake Miller","- - -","204","398","0","26","13","3","0.5%","26.1%",".016",".239",".171",".178",".188",".170","-14","0.2","-61.3","25.3","-2.1","1008903"
"Ted Cox","- - -","272","847","10","65","79","3","6.7%","11.6%",".079",".268",".245",".298",".324",".283","70","-1.7","-31.7","-16.4","-2.1","1002708"
"Freddie Maguire","- - -","618","2330","1","226","163","23","3.5%","5.6%",".065",".274",".257",".289",".322",".283","56","4.1","-139.7","37.2","-2.1","1007976"
"Bert Cunningham","- - -","358","1254","9","145","124","14","5.1%","18.4%",".074",".263",".217",".261",".291",".266","60","-6.4","-84.1","6.7","-2.1","1002876"
"Ben Egan","- - -","122","379","0","21","30","3","4.7%","15.0%",".054",".190",".165",".212",".219",".212","25","-0.7","-33.0","0.5","-2.1","1003697"
"Jay Hankins","Athletics","86","224","4","25","10","2","3.6%","8.9%",".097",".186",".184",".218",".280",".224","28","0.1","-20.1","-7.3","-2.1","1005311"
"Clay Kirby","- - -","265","556","0","22","15","0","5.8%","39.0%",".010",".180",".098",".157",".109",".134","-22","0.1","-76.7","40.0","-2.1","1006960"
"Phil Douglas","- - -","299","598","2","34","35","1","1.8%","19.3%",".032",".200",".161",".180",".193",".179","1","-0.2","-65.6","27.9","-2.1","1003436"
"Joe Gunson","- - -","229","874","0","96","68","4","3.9%","5.7%",".040",".244",".211",".254",".251",".249","56","-4.8","-62.1","0.2","-2.1","1005149"
"Taylor Shafer","- - -","135","560","0","58","21","19","8.2%","",".039","",".186",".255",".225",".239","65","1.2","-27.8","-19.0","-2.1","1011784"
"Charlie Sweasy","- - -","166","687","0","67","39","3","2.5%","4.4%",".022",".203",".194",".214",".216",".204","63","-1.2","-40.3","-9.2","-2.1","1012769"
"Frank Sullivan","- - -","322","612","0","36","22","0","4.9%","26.1%",".021",".204",".144",".189",".164",".168","-12","0.2","-83.0","43.2","-2.1","1012691"
"Jim Weaver","- - -","189","332","0","11","11","0","4.5%","36.1%",".017",".178",".104",".151",".121",".137","-32","-0.1","-56.4","22.7","-2.1","1013699"
"Sam Crane","- - -","373","1420","3","183","45","25","4.2%","17.2%",".055",".210",".203",".237",".258",".233","67","2.1","-66.5","-14.8","-2.1","1002733"
"Red Ehret","- - -","397","1334","4","117","140","15","4.3%","12.3%",".052",".249",".217",".252",".269",".252","49","-7.0","-118.4","34.9","-2.1","1003708"
"Bob Didier","- - -","247","837","0","56","51","2","7.0%","8.6%",".044",".253",".229",".286",".273",".253","49","-0.5","-50.0","1.4","-2.1","1003284"
"Larry Dierker","- - -","357","876","4","38","46","0","1.4%","31.1%",".033",".199",".136",".149",".169",".146","-12","0.1","-110.8","63.3","-2.1","1003288"
"Harry Harper","- - -","220","432","0","19","19","3","3.5%","27.8%",".020",".209",".147",".183",".167",".175","4","-0.9","-47.6","15.1","-2.1","1005379"
"John Scott","- - -","118","271","2","35","15","13","3.0%","17.0%",".058",".263",".222",".245",".280",".237","38","-0.5","-20.1","-9.8","-2.1","1011686"
"Terry Mulholland","- - -","651","687","2","26","23","1","1.9%","40.9%",".034",".199",".111",".131",".145",".126","-34","-0.2","-110.8","68.2","-2.1","665"
"John Kirby","- - -","76","261","0","17","7","0","1.5%","32.4%",".031",".153",".105",".123",".137",".123","5","-0.9","-38.4","3.0","-2.1","1006962"
"Jack Quinn","- - -","771","1512","8","90","113","5","5.9%","21.9%",".056",".235",".184",".236",".240",".232","29","-1.0","-141.6","67.5","-2.2","1010605"
"Danny Ainge","Blue Jays","211","721","2","57","37","12","5.1%","17.8%",".050",".268",".220",".264",".269",".245","43","0.6","-46.9","4.0","-2.2","1000091"
"Rube Marquard","- - -","536","1195","1","63","64","6","2.8%","16.8%",".023",".220",".179",".207",".202",".200","16","-1.8","-119.0","59.5","-2.2","1008125"
"Fred Mitchell","- - -","201","610","0","55","52","8","3.6%","50.0%",".052","1.000",".210",".245",".262",".247","54","-1.6","-36.2","-5.4","-2.2","1009001"
"Doug Dascenzo","- - -","540","1362","5","156","90","49","7.6%","8.6%",".063",".254",".234",".293",".297",".271","63","-0.7","-58.2","-5.9","-2.2","1002998"
"Dave Hilton","Padres","161","551","6","40","33","6","6.4%","12.5%",".085",".236",".213",".265",".298",".256","59","-1.0","-26.7","-11.6","-2.2","1005836"
"Mike Morgan","- - -","440","573","0","13","15","0","2.3%","26.4%",".010",".155",".109",".132",".119",".118","-40","0.0","-95.4","55.8","-2.2","67"
"Nolan Ryan","- - -","424","957","2","40","36","3","4.0%","38.8%",".023",".191",".110",".148",".134",".135","-20","-0.6","-130.6","79.6","-2.2","1011348"
"Hughie Miller","Terriers","139","540","0","51","49","4","5.0%","10.6%",".063",".255",".226",".267",".288",".270","56","-0.5","-28.3","-8.2","-2.2","1008901"
"Ray Schmandt","- - -","317","1133","3","122","122","11","4.1%","6.6%",".067",".288",".269",".301",".337",".300","70","-1.5","-42.6","-17.8","-2.2","1011572"
"Mickey O'Neil","- - -","672","2201","4","177","179","18","6.3%","5.8%",".050",".253",".238",".292",".288",".278","59","2.4","-114.2","17.2","-2.2","1009817"
"Ken Holloway","- - -","284","408","0","16","16","0","1.7%","14.5%",".029",".197",".167",".182",".196",".177","-10","-0.2","-61.6","24.3","-2.2","1005966"
"Joe Benz","White Sox","250","474","0","29","17","1","1.1%","30.1%",".027",".212",".138",".150",".166",".153","-8","-0.8","-57.9","22.7","-2.2","1000860"
"Chad Allen","- - -","267","928","14","102","84","15","6.8%","18.6%",".120",".321",".269",".321",".389",".313","80","-4.9","-29.7","-24.9","-2.2","122"
"Jim Scott","White Sox","317","679","1","30","34","3","5.0%","22.1%",".026",".154",".129",".177",".155",".169","4","-2.0","-73.9","32.9","-2.2","1011684"
"Bob Talbot","Cubs","122","460","1","50","19","4","3.5%","6.3%",".065",".262",".247",".278",".312",".272","50","-1.3","-30.8","-4.7","-2.2","1012812"
"Ellis Kinder","- - -","483","496","1","34","33","0","4.6%","24.8%",".027",".194",".142",".184",".169",".172","-15","-0.4","-72.2","34.5","-2.2","1006922"
"Walt Woods","- - -","91","305","1","31","22","8","4.6%","",".025","",".164",".206",".189",".198","18","0.3","-34.8","-0.9","-2.2","1014245"
"Fernando Gonzalez","- - -","404","1114","17","85","104","8","5.2%","10.2%",".101",".248",".235",".274",".336",".268","67","-0.9","-43.4","-14.4","-2.2","1004832"
"Wendell Magee","- - -","386","1169","24","120","122","7","5.9%","17.5%",".129",".281",".247",".291",".376",".291","73","-1.6","-41.1","-20.6","-2.2","477"
"Domingo Cedeno","- - -","429","1337","15","160","121","14","6.2%","20.9%",".103",".312",".251",".300",".354",".292","67","-2.6","-61.3","-8.4","-2.2","1002101"
"Don Werner","- - -","118","318","2","17","24","2","8.5%","16.7%",".054",".204",".176",".251",".229",".223","33","-0.4","-24.6","-6.8","-2.2","1013788"
"Tony Bartirome","Pirates","124","386","0","32","16","3","6.7%","9.6%",".045",".245",".220",".273",".265",".256","44","-0.2","-25.7","-7.3","-2.2","1000626"
"Ron Herbel","- - -","318","225","0","6","3","0","3.6%","55.6%",".010",".074",".029",".065",".039",".055","-71","-0.3","-44.3","17.0","-2.2","1005685"
"Art Kusnyer","- - -","139","339","3","21","21","1","6.2%","18.0%",".054",".208",".176",".231",".230",".213","36","-0.1","-23.4","-8.0","-2.2","1007220"
"Chris Gomez","- - -","1515","5148","60","517","487","35","7.9%","14.6%",".098",".300",".262",".325",".360",".306","83","-17.6","-129.7","-61.6","-2.2","1208"
"Mike Mordecai","- - -","793","1512","24","157","132","13","7.4%","17.3%",".118",".285",".244",".303",".363",".293","70","-2.3","-61.2","-10.4","-2.2","1385"
"Melvin Nieves","- - -","458","1392","63","163","187","4","9.8%","34.7%",".207",".319",".231",".314",".438",".327","91","-4.6","-19.4","-51.2","-2.2","1009595"
"Jason Phillips","- - -","465","1537","30","138","168","0","7.2%","11.1%",".121",".263",".249",".314",".370",".301","80","-23.6","-63.3","-10.5","-2.2","892"
"Dutch Jordan","Superbas","165","577","0","48","40","16","5.5%","",".052","",".208",".258",".260",".252","59","0.2","-28.0","-13.5","-2.2","1006607"
"Jimmy Pofahl","Senators","225","847","2","65","70","7","9.0%","11.3%",".075",".249",".220",".290",".295",".279","61","-0.1","-42.4","-8.9","-2.2","1010409"
"Milt Pappas","- - -","527","1174","20","72","67","1","3.1%","43.4%",".074",".204",".123",".157",".197",".163","-5","0.4","-143.1","86.8","-2.2","1009989"
"Marvell Wynne","- - -","940","2937","40","300","244","80","6.5%","13.6%",".105",".275",".247",".297",".352",".292","81","-7.9","-71.9","-46.4","-2.2","1014312"
"Paul Zuvella","- - -","207","545","2","41","20","2","6.2%","9.2%",".055",".244",".222",".275",".277",".254","52","0.2","-30.4","-9.7","-2.2","1014465"
"Mike Hines","- - -","120","467","0","69","26","0","3.4%","14.8%",".058",".243",".202",".229",".259",".226","67","-0.2","-24.0","-16.5","-2.2","1005844"
"Virgil Trucks","- - -","516","1009","2","63","70","1","0.9%","15.2%",".033",".212",".180",".189",".213",".186","0","-0.1","-122.1","67.6","-2.2","1013203"
"Dick Simpson","- - -","288","595","15","94","56","10","10.8%","29.2%",".131",".276",".207",".299",".338",".292","87","-1.4","-9.8","-31.7","-2.2","1011993"
